Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
blue	5991690	NRAGE signals death through JNK	5/155	47/7109	0.00338648448702719	0.0325243614274903	0.0264383438022298	Net1/Tiam2/Ngf/Arhgef2/Kalrn	5
blue	5991918	G alpha (z) signalling events	3/155	15/7109	0.00381496202729719	0.0358917856037552	0.0291756494461396	Adcy3/Adcy8/Adra2a	3
blue	573389	NoRC negatively regulates rRNA expression	5/155	49/7109	0.00406569782130608	0.036750719522002	0.029873858088441	Gm10257/H3f3c/Gm12657/LOC102642045/Sap30	5
blue	5991161	Phospholipase C-mediated cascade; FGFR2	5/155	49/7109	0.00406569782130608	0.036750719522002	0.029873858088441	Pde1c/Adcy3/Adcy8/Pde1b/Fgf16	5
blue	5991204	NoRC negatively regulates rRNA expression	5/155	50/7109	0.00443949119775477	0.0393577969647105	0.0319930944615526	Gm10257/H3f3c/Gm12657/LOC102642045/Sap30	5
blue	5991716	Role of LAT2/NTAL/LAB on calcium mobilization	7/155	96/7109	0.00481596100718345	0.0400051714381748	0.0325193310469009	Kit/Egfr/Nr4a1/Cdkn1a/Hbegf/Fgf16/Foxo3	7
blue	5992078	Meiotic recombination	5/155	51/7109	0.00483715474750685	0.0400051714381748	0.0325193310469009	Gm10257/H3f3c/Gm12657/LOC102642045/Blm	5
blue	912497	Meiotic Recombination	5/155	51/7109	0.00483715474750685	0.0400051714381748	0.0325193310469009	Gm10257/H3f3c/Gm12657/LOC102642045/Blm	5
blue	5991143	DAG and IP3 signaling	4/155	32/7109	0.00485963036993013	0.0400051714381748	0.0325193310469009	Pde1c/Adcy3/Adcy8/Pde1b	4
blue	5991206	Epigenetic regulation of gene expression	6/155	74/7109	0.00533063496308901	0.0431126792628778	0.0350453563593663	Gm10257/H3f3c/Gm12657/LOC102642045/Sap30/Jarid2	6
blue	5991994	Unblocking of NMDA receptor, glutamate binding and activation	3/155	17/7109	0.00552226618002195	0.0438924949825883	0.0356792515442435	Gria1/Grin2c/Actn2	3
blue	5991424	Platelet homeostasis	5/155	54/7109	0.0061813628615114	0.0482984454094365	0.0392607525191447	Pde1b/Prkg2/Gucy1a3/Pde5a/Kcnma1	5
blue	5992009	Ras activation uopn Ca2+ infux through NMDA receptor	3/155	18/7109	0.0065219031202637	0.0501099556406928	0.0407332896634014	Grin2c/Rasgrf1/Actn2	3
blue	5991018	Oxidative Stress Induced Senescence	6/155	78/7109	0.00688459157532658	0.0520294543643533	0.0422936082970882	Gm10257/H3f3c/Gm12657/LOC102642045/Kdm6b/Fos	6
blue	5992354	DNA methylation	4/155	36/7109	0.00744253636579084	0.0544604645179298	0.0442697234122229	Gm10257/H3f3c/Gm12657/LOC102642045	4
blue	5992384	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	4/155	36/7109	0.00744253636579084	0.0544604645179298	0.0442697234122229	Gm10257/H3f3c/Gm12657/LOC102642045	4
blue	5991513	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	3/155	19/7109	0.00762238835780139	0.0549050161397882	0.0446310897266003	Ppp1cc/Gm5601/Mgll	3
blue	5991407	G alpha (12/13) signalling events	5/155	57/7109	0.00776887025194336	0.0550992182483983	0.0447889523836734	Net1/Tiam2/Arhgef2/Arhgef1/Kalrn	5
blue	5991375	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	8/155	132/7109	0.00802008280154302	0.0560190632047172	0.0455366742798934	Gria1/Adcy3/Grin2c/Adcy8/Kcnj3/Rasgrf1/Grip1/Actn2	8
blue	5991205	Negative epigenetic regulation of rRNA expression	5/155	58/7109	0.00835567900816429	0.0574920600412498	0.0467340412711153	Gm10257/H3f3c/Gm12657/LOC102642045/Sap30	5
blue	5992143	Endosomal/Vacuolar pathway	4/155	38/7109	0.00901856865827221	0.0611405904626984	0.0496998520486828	H2-Q4/H2-K1/H2-D1/H2-L	4
blue	5991973	SIRT1 negatively regulates rRNA Expression	4/155	39/7109	0.00988221387995639	0.0660246463573898	0.0536699945272994	Gm10257/H3f3c/Gm12657/LOC102642045	4
blue	5991411	Hemostasis	18/155	462/7109	0.0114243379841034	0.0752374258667382	0.0611588619900875	Gm10257/H3f3c/Gm12657/LOC102642045/Angpt1/Pde1b/Ptpn1/Hgf/Prkg2/Mgll/Adra2a/Gucy1a3/Sirpa/Atp1b2/Actn2/Jam2/Pde5a/Kcnma1	18
blue	5991682	p75 NTR receptor-mediated signalling	6/155	89/7109	0.0128215839031244	0.0832500025259201	0.0676721107414718	Net1/Tiam2/Ngf/Arhgef2/Arhgef1/Kalrn	6
blue	5991208	RHO GTPases activate PKNs	5/155	65/7109	0.0133445717519557	0.0854423274673833	0.0694542038552083	Gm10257/H3f3c/Gm12657/LOC102642045/Ppp1r12b	5
blue	5992157	Voltage gated Potassium channels	4/155	43/7109	0.0138674771323755	0.0875740679181519	0.0711870491582648	Kcnab3/Kcnc2/Kcnh7/Kcnc3	4
blue	5991688	Cell death signalling via NRAGE, NRIF and NADE	5/155	66/7109	0.0141913229348713	0.088408106391563	0.071865020836617	Net1/Tiam2/Ngf/Arhgef2/Kalrn	5
blue	5991139	PLC beta mediated events	4/155	44/7109	0.0150015875194695	0.0922097579530056	0.0749553004481562	Pde1c/Adcy3/Adcy8/Pde1b	4
blue	5991140	G-protein mediated events	4/155	45/7109	0.0161926686839877	0.0982213192541888	0.0798419674722942	Pde1c/Adcy3/Adcy8/Pde1b	4
